# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_point_estimate_model
# start_datetime = 2024-03-21 19:35:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/point-estimate/1D21-03-2024.16.33PE.json
# init = 2 (Default)
# random
#   seed = 10000
# output
#   file = models/notebooks/results/1D21-03-2024.16.33PE-results.csv
#   diagnostic_file = models/notebooks/results/1D21-03-2024.16.33PE-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_j.1,a_j.2,a_j.3,a_j.4,a_j.5,a_j.6,a_j.7,a_j.8,a_j.9,a_j.10,a_j.11,a_j.12,a_j.13,a_b.1,a_b.2,a_b.3,a_b.4,a_b.5,a_b.6,a_b.7,a_b.8,a_b.9,a_b.10,a_b.11,a_b.12,a_b.13,theta.1,theta.2,y5.1,y5.2,p_j.1,p_j.2,p_j.3,p_j.4,p_j.5,p_j.6,p_j.7,p_j.8,p_j.9,p_j.10,p_j.11,p_j.12,p_j.13,p_j.14,logp_j.1,logp_j.2,logp_j.3,logp_j.4,logp_j.5,logp_j.6,logp_j.7,logp_j.8,logp_j.9,logp_j.10,logp_j.11,logp_j.12,logp_j.13,logp_j.14,sign_j.1,sign_j.2,sign_j.3,sign_j.4,sign_j.5,sign_j.6,sign_j.7,sign_j.8,sign_j.9,sign_j.10,sign_j.11,sign_j.12,sign_j.13,p_b.1,p_b.2,p_b.3,p_b.4,p_b.5,p_b.6,p_b.7,p_b.8,p_b.9,p_b.10,p_b.11,p_b.12,p_b.13,p_b.14,logp_b.1,logp_b.2,logp_b.3,logp_b.4,logp_b.5,logp_b.6,logp_b.7,logp_b.8,logp_b.9,logp_b.10,logp_b.11,logp_b.12,logp_b.13,logp_b.14,sign_b.1,sign_b.2,sign_b.3,sign_b.4,sign_b.5,sign_b.6,sign_b.7,sign_b.8,sign_b.9,sign_b.10,sign_b.11,sign_b.12,sign_b.13
# Adaptation terminated
# Step size = 0.190507
# Diagonal elements of inverse mass matrix:
# 0.287352, 0.0356861, 0.0639525, 1.03429, 0.984539, 0.633448, 0.583572, 0.0914744, 0.219258, 1.08306, 1.29552, 1.61756, 1.17742, 1.10368, 1.04445, 1.29065, 1.32438, 1.16186, 1.16138, 1.5206, 1.72826, 1.46969, 0.529346, 0.386366, 0.987407, 0.525519, 0.0891927
-1210.29,0.996708,0.190507,4,15,0,1224.38,1.04735,0.755835,1.04404,0.0346459,0.206568,0.0934684,0.397603,0.736029,1.377,0.15617,0.149626,0.624129,0.224861,0.0469585,0.0183703,0.134923,0.130247,0.270105,0.642965,0.825123,0.794892,0.0168651,0.14513,0.874511,0.0465952,0.878119,0.877837,0.122163,0.00728434,0.195317,0.0117287,0.033428,0.0711811,0.202202,0.195317,0.158865,0.144689,0.0972207,0.0465699,0.0117512,0.0100521,0.00865517,0.00463681,0.00370308,0,1.04735,1.80319,2.84723,2.81258,2.60601,2.51254,2.11494,1.37891,0.00191034,-0.15426,-0.303886,-0.928015,-1.15288,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00523427,0.00548593,0.00558764,0.00639477,0.00728434,0.00954322,0.0181523,0.0414265,0.0917266,0.0932867,0.107857,0.258609,0.246836,0.102576,0,0.0469585,0.0653288,0.200252,0.330499,0.600603,1.24357,2.06869,2.86358,2.88045,3.02558,3.90009,3.85349,2.97538,1,1,1,1,1,1,1,1,1,1,1,-1,-1
-1204.06,0.944705,0.190507,4,15,0,1219.43,1.05788,1.02868,0.5965,0.0365565,0.101726,0.260749,0.120855,1.01391,0.485067,0.697999,0.680077,0.0772741,0.925273,0.612387,0.0753771,0.16081,0.777925,0.777748,0.200377,0.376463,0.135158,0.0651035,1.53137,0.523522,0.687676,0.386047,0.879174,0.120826,0.00906198,0.178279,0.0126398,0.0364059,0.10184,0.184917,0.178279,0.161036,0.124074,0.109949,0.0398893,0.0245581,0.0122196,0.00619019,0.00572986,0.00227145,0,1.05788,2.08656,2.68306,2.6465,2.54478,2.28403,2.16317,1.14926,0.664193,-0.0338063,-0.713883,-0.791157,-1.71643,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00178174,0.003287,0.00354434,0.00416269,0.00906198,0.019724,0.0241,0.0351166,0.0401986,0.0429028,0.198405,0.3349,0.168369,0.114447,0,0.612387,0.687764,0.848574,1.6265,2.40425,2.60462,2.98109,3.11624,3.18135,4.71272,5.23624,4.54857,4.16252,1,1,1,1,1,1,1,1,1,1,1,-1,-1
-1196.95,0.992691,0.190507,4,15,0,1214.88,0.739252,1.25794,0.723505,0.0313402,0.139136,0.1751,0.23817,0.807646,1.40764,0.0732759,0.138982,0.491861,0.24966,0.201234,0.698537,0.327137,0.24631,0.241618,0.435012,0.484395,0.193931,0.395588,0.217958,0.945847,0.0606381,0.738167,0.876954,0.123046,0.014252,0.185103,0.012573,0.0263326,0.0926423,0.190996,0.185103,0.16106,0.135189,0.106538,0.0475061,0.0116257,0.0108043,0.00940234,0.00574941,0.00447917,0,0.739252,1.99719,2.7207,2.68936,2.55022,2.37512,2.13695,1.3293,-0.0783382,-0.151614,-0.290596,-0.782456,-1.03212,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00326636,0.00399447,0.00803212,0.0111405,0.014252,0.0181471,0.028037,0.0455095,0.0552491,0.0820591,0.102043,0.262761,0.247301,0.118207,0,0.201234,0.899771,1.22691,1.47322,1.71484,2.14985,2.63424,2.82817,3.22376,3.44172,4.38757,4.32693,3.58876,1,1,1,1,1,1,1,1,1,1,1,-1,-1
-1200.11,0.950926,0.190507,4,15,0,1208.22,1.37368,1.40504,0.575697,0.0279312,0.198759,0.291223,0.137496,0.882078,1.07923,0.0344189,0.880912,0.550533,0.16076,0.540263,0.523683,0.645878,0.0933222,0.187546,0.122931,0.48473,0.69674,0.169767,0.296397,0.67741,0.120694,0.810078,0.827514,0.172486,0.0177821,0.192992,0.00693216,0.027381,0.111596,0.198459,0.192992,0.158205,0.118234,0.103046,0.0426529,0.0144959,0.0140055,0.00580394,0.0033468,0.00284979,0,1.37368,2.77871,3.35441,3.32648,3.12772,2.8365,2.699,1.81692,0.737697,0.703278,-0.177634,-0.728167,-0.888927,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00293012,0.00502944,0.00849087,0.0161977,0.0177821,0.0214503,0.0242561,0.0393856,0.0790546,0.093682,0.126003,0.248071,0.219866,0.0978016,0,0.540263,1.06395,1.70982,1.80315,1.99069,2.11362,2.59835,3.29509,3.46486,3.76126,4.43867,4.31797,3.5079,1,1,1,1,1,1,1,1,1,1,1,-1,-1
-1200.3,0.981321,0.190507,4,15,0,1213.05,0.6358,1.61929,0.538913,0.0673111,0.0748584,0.138264,0.313099,0.717135,0.93641,1.04066,0.276386,0.281228,0.225641,0.239767,0.176685,0.264504,1.19397,0.38312,0.386897,0.424827,0.077925,0.124409,1.38936,0.594339,0.0556366,0.754339,0.898934,0.101066,0.00971507,0.174757,0.0114353,0.021596,0.109049,0.186925,0.174757,0.162152,0.141214,0.103252,0.0504024,0.0197594,0.00697943,0.00529404,0.00399624,0.00318902,0,0.6358,2.25509,2.794,2.72669,2.65183,2.51357,2.20047,1.48333,0.546922,-0.493741,-0.770127,-1.05135,-1.277,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00148996,0.00189367,0.00225963,0.00294381,0.00971507,0.0142506,0.0209826,0.0320893,0.0346899,0.0392855,0.157625,0.28559,0.270135,0.12705,0,0.239767,0.416452,0.680957,1.87493,2.25805,2.64495,3.06978,3.1477,3.27211,4.66147,5.25581,5.20017,4.44583,1,1,1,1,1,1,1,1,1,1,1,-1,-1
-1207.53,0.755798,0.190507,4,15,0,1216.09,1.40833,1.36195,0.917685,0.105585,0.0917561,0.205552,0.151051,1.47687,1.06086,0.0136894,0.154532,0.120418,0.890395,0.815783,0.891184,0.252798,0.0144687,0.494713,0.156273,0.504667,0.223208,0.111844,0.294095,0.208642,0.411231,0.593539,0.825874,0.174126,0.0255098,0.18752,0.00521478,0.021324,0.0832446,0.208402,0.18752,0.171079,0.139292,0.119764,0.0273483,0.00946683,0.00933812,0.00800105,0.00709333,0.00291177,0,1.40833,2.77029,3.68797,3.58239,3.49063,3.28508,3.13403,1.65716,0.596297,0.582607,0.428075,0.307657,-0.582738,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00354249,0.00800937,0.019527,0.0251434,0.0255098,0.0418368,0.0489133,0.0810217,0.101284,0.113269,0.151997,0.187261,0.124123,0.0685618,0,0.815783,1.70697,1.95977,1.97423,2.46895,2.62522,3.12989,3.3531,3.46494,3.75903,3.96768,3.55645,2.96291,1,1,1,1,1,1,1,1,1,1,1,-1,-1
