# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_point_estimate_model
# start_datetime = 2024-03-19 03:27:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/point-estimate/1D19-03-2024.00.26PE.json
# init = 2 (Default)
# random
#   seed = 0
# output
#   file = models/notebooks/results/1D19-03-2024.00.26PE-results.csv
#   diagnostic_file = models/notebooks/results/1D19-03-2024.00.26PE-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_j.1,a_j.2,a_j.3,a_j.4,a_j.5,a_j.6,a_j.7,a_j.8,a_j.9,a_j.10,a_j.11,a_j.12,a_j.13,a_b.1,a_b.2,a_b.3,a_b.4,a_b.5,a_b.6,a_b.7,a_b.8,a_b.9,a_b.10,a_b.11,a_b.12,a_b.13,theta.1,theta.2,y5.1,y5.2,p_j.1,p_j.2,p_j.3,p_j.4,p_j.5,p_j.6,p_j.7,p_j.8,p_j.9,p_j.10,p_j.11,p_j.12,p_j.13,p_j.14,logp_j.1,logp_j.2,logp_j.3,logp_j.4,logp_j.5,logp_j.6,logp_j.7,logp_j.8,logp_j.9,logp_j.10,logp_j.11,logp_j.12,logp_j.13,logp_j.14,sign_j.1,sign_j.2,sign_j.3,sign_j.4,sign_j.5,sign_j.6,sign_j.7,sign_j.8,sign_j.9,sign_j.10,sign_j.11,sign_j.12,sign_j.13,p_b.1,p_b.2,p_b.3,p_b.4,p_b.5,p_b.6,p_b.7,p_b.8,p_b.9,p_b.10,p_b.11,p_b.12,p_b.13,p_b.14,logp_b.1,logp_b.2,logp_b.3,logp_b.4,logp_b.5,logp_b.6,logp_b.7,logp_b.8,logp_b.9,logp_b.10,logp_b.11,logp_b.12,logp_b.13,logp_b.14,sign_b.1,sign_b.2,sign_b.3,sign_b.4,sign_b.5,sign_b.6,sign_b.7,sign_b.8,sign_b.9,sign_b.10,sign_b.11,sign_b.12,sign_b.13
# Adaptation terminated
# Step size = 0.173261
# Diagonal elements of inverse mass matrix:
# 0.652476, 0.0356358, 0.053324, 0.814533, 0.246771, 0.763895, 1.71941, 0.333978, 0.157095, 0.92897, 1.40276, 1.21864, 1.16062, 1.29312, 1.14587, 1.27074, 1.11264, 1.11424, 1.2973, 1.14197, 1.74878, 1.36058, 1.54875, 1.13052, 1.39879, 0.910782, 0.310679
-1215.16,0.984622,0.173261,5,31,0,1234.22,1.06626,2.30979,0.696638,0.0836863,0.371588,0.206186,0.00417796,0.447111,1.10927,0.773566,0.151221,0.0305923,0.613868,0.312269,0.289413,0.326666,0.0710111,0.214206,0.736605,0.853888,1.14853,0.369313,1.29246,0.0755521,0.142855,0.145467,0.901876,0.0981243,0.00198235,0.204294,0.00320012,0.00929474,0.0936192,0.187893,0.204294,0.140889,0.114639,0.114161,0.0730027,0.0240764,0.011108,0.00954908,0.00926137,0.00501275,0,1.06626,3.37605,4.07268,4.15637,3.78478,3.5786,3.57442,3.12731,2.01804,1.24448,1.09326,1.06266,0.448795,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000729734,0.000997197,0.0013319,0.00184646,0.00198235,0.00245589,0.00512994,0.012049,0.0379974,0.0549724,0.200196,0.215907,0.249062,0.215344,0,0.312269,0.601682,0.928348,0.999359,1.21356,1.95017,2.80406,3.95259,4.32191,5.61437,5.68992,5.83278,5.68731,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1211.44,1,0.173261,4,15,0,1225.38,0.581562,1.72338,0.753653,0.0421618,0.472702,0.165912,0.0176761,0.299032,0.928889,0.480909,0.263274,0.0141571,1.0346,0.242829,0.191304,0.22763,0.0375916,0.396326,0.217306,0.277571,0.168831,0.212214,0.191679,0.0775944,1.12725,0.381431,0.911745,0.0882553,0.0202622,0.199807,0.00899435,0.0160894,0.0901557,0.191558,0.199807,0.124543,0.105503,0.103654,0.0768635,0.0303605,0.0187695,0.0144249,0.0142222,0.00505412,0,0.581562,2.30494,3.05859,3.10076,2.62805,2.46214,2.44447,2.14543,1.21655,0.735636,0.472362,0.458205,-0.576394,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0100684,0.0128357,0.0155418,0.0195146,0.0202622,0.0301168,0.0374269,0.0494005,0.0584862,0.0723131,0.0875914,0.0946587,0.292227,0.199557,0,0.242829,0.434133,0.661764,0.699355,1.09568,1.31299,1.59056,1.75939,1.9716,2.16328,2.24088,3.36813,2.9867,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1211,0.941784,0.173261,4,15,0,1223.27,0.749543,1.26042,0.78848,0.0716396,0.427605,0.22577,0.0789608,0.217801,0.733888,0.584616,0.157619,0.0157702,0.411641,0.396302,0.421786,0.202652,0.0618651,0.45848,0.158312,0.105132,0.0620728,0.129451,0.107596,0.0588571,0.239735,0.271141,0.921336,0.0786641,0.0383998,0.196366,0.0111329,0.0235575,0.0830847,0.182791,0.196366,0.128044,0.102167,0.0944098,0.0759324,0.0364505,0.0203146,0.0173522,0.0170807,0.011317,0,0.749543,2.00996,2.79844,2.87008,2.44247,2.2167,2.13774,1.91994,1.18605,0.601437,0.443818,0.428048,0.0164067,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0130065,0.0193318,0.0294748,0.0360962,0.0383998,0.0607358,0.0711539,0.0790419,0.0841037,0.0957271,0.106602,0.113064,0.143694,0.109568,0,0.396302,0.818087,1.02074,1.0826,1.54108,1.6994,1.80453,1.8666,1.99605,2.10365,2.16251,2.40224,2.1311,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1216.51,0.856364,0.173261,4,31,0,1230.12,0.449262,1.29561,0.640503,0.0640164,0.333609,0.276749,0.037803,0.160629,0.595182,0.319895,0.556338,0.0994055,0.243039,0.574046,0.324345,0.348064,0.184774,0.557149,1.76549,0.10813,0.259667,0.183953,0.0754614,0.186419,0.984808,0.197567,0.916805,0.0831945,0.00469101,0.179425,0.0154928,0.0242796,0.0886982,0.168299,0.179425,0.128528,0.097456,0.0938407,0.0799155,0.0440703,0.032005,0.0183486,0.0166124,0.0130281,0,0.449262,1.74487,2.38537,2.44939,2.11578,1.83903,1.80123,1.6406,1.04541,0.725519,0.16918,0.069775,-0.173264,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00112122,0.00199066,0.00275333,0.0038996,0.00469101,0.00818904,0.0478602,0.0533255,0.0691364,0.0830991,0.0896125,0.107977,0.289085,0.23726,0,0.574046,0.898391,1.24645,1.43123,1.98838,3.75386,3.86199,4.12166,4.30561,4.38108,4.56749,5.5523,5.35473,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1222.39,1,0.173261,4,15,0,1232.48,1.27491,1.9336,0.542749,0.210837,0.164511,0.0451082,0.260306,0.961026,1.04992,0.554026,0.101875,1.25923,0.364878,0.227237,0.647329,0.478073,0.118982,0.564625,0.0425947,0.095678,0.674798,0.674524,0.00594958,0.336575,0.0688694,0.068476,0.834802,0.165198,0.0161722,0.196577,0.00373952,0.0133814,0.092524,0.159209,0.196577,0.166758,0.159403,0.12287,0.0469979,0.0164477,0.00945135,0.00853592,0.0024231,0.00168231,0,1.27491,3.20851,3.75126,3.9621,3.79758,3.75248,3.49217,2.53114,1.48123,0.927199,0.825325,-0.43391,-0.798788,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00371238,0.00465951,0.00890167,0.0143581,0.0161722,0.0284435,0.0296812,0.0326613,0.064135,0.125903,0.126655,0.177335,0.189978,0.177405,0,0.227237,0.874567,1.35264,1.47162,2.03625,2.07884,2.17452,2.84932,3.52384,3.52979,3.86637,3.93524,3.86676,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1216.53,0.954693,0.173261,4,15,0,1233.85,0.14789,1.42215,0.651902,0.0637956,0.463745,0.205703,0.101673,0.13508,0.704178,0.388176,0.562337,0.064451,0.0799603,0.669077,0.39418,0.288392,0.887941,0.311094,0.0157461,0.992582,0.249495,0.114895,1.65939,0.47181,0.624382,0.22112,0.948327,0.0516727,0.00408094,0.192087,0.0195351,0.0226487,0.0939021,0.180216,0.192087,0.120808,0.098347,0.0888393,0.0776141,0.0383813,0.0260338,0.014836,0.01391,0.0128411,0,0.14789,1.57004,2.22194,2.28574,1.82199,1.61629,1.51462,1.37954,0.67536,0.287184,-0.275153,-0.339604,-0.419565,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000434629,0.000848585,0.00125859,0.00167932,0.00408094,0.00557015,0.00565855,0.0152679,0.0195944,0.0219801,0.11553,0.185182,0.345752,0.277162,0,0.669077,1.06326,1.35165,2.23959,2.55068,2.56643,3.55901,3.80851,3.9234,5.58279,6.0546,6.67899,6.45787,1,1,1,1,1,1,1,1,1,1,1,1,-1
