# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_dirichlet_model
# start_datetime = 2024-03-01 20:04:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/dirichlet/1D01-03-2024.17.03Dr.json
# init = 2 (Default)
# random
#   seed = 0
# output
#   file = models/notebooks/results/1D01-03-2024.17.03Dr-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.17.03Dr-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14,theta.1,theta.2
# Adaptation terminated
# Step size = 0.00262874
# Diagonal elements of inverse mass matrix:
# 0.423588, 0.129911, 0.0299066, 0.0289671, 0.0494436, 0.0981294, 0.337786, 2.58864, 25.858, 210.33, 1754.13, 37496.3, 43799.8, 35299.7, 291.807, 17.3961, 2.10897, 0.81694, 0.578219, 0.168357, 0.147155, 0.0686789, 0.0333397, 0.0599416, 0.0781496, 0.150735, 0.0397628
-1376.73,0.902901,0.00262874,4,31,1,1382.22,0.00234367,0.0110327,0.107168,0.263277,0.256074,0.13731,0.0582817,0.110799,0.0537127,6.91992e-07,3.29271e-12,2.4798e-219,5.99147e-111,1.00974e-26,8.66137e-185,0.000640036,0.00510762,0.00506961,0.0286016,0.0591074,0.1194,0.102172,0.164257,0.0906844,0.0870709,0.1269,0.178704,0.0322857,0.746189,0.253811
-1376.9,0.916875,0.00262874,4,29,1,1394.53,0.00233485,0.0110583,0.106821,0.263379,0.257068,0.135992,0.0577971,0.110278,0.0552702,7.09126e-07,4.80255e-12,1.65565e-217,1.0886e-108,6.30079e-26,9.12156e-185,0.000950701,0.00421732,0.00489328,0.0288484,0.0583065,0.120436,0.102387,0.164451,0.0907408,0.0875613,0.126801,0.178063,0.032344,0.745357,0.254643
-1376.77,0.957432,0.00262874,6,96,1,1392.01,0.00225255,0.0113307,0.108314,0.259745,0.264792,0.133997,0.0568465,0.117562,0.0451604,2.87826e-07,3.91748e-13,1.56154e-218,5.70337e-112,1.79785e-25,2.28767e-196,0.000479736,0.00324263,0.00484103,0.026594,0.0612389,0.121259,0.106233,0.168433,0.0908756,0.0871896,0.123816,0.174181,0.0316154,0.744706,0.255294
-1377.27,0.995361,0.00262874,9,543,1,1389.23,0.00380806,0.0117144,0.114112,0.222312,0.243743,0.163964,0.131381,0.0845316,0.0244263,1.04504e-08,6.8493e-06,7.4969e-277,7.6887e-68,1.80333e-18,7.43227e-271,4.08016e-06,0.0059623,0.00762774,0.0387865,0.0647736,0.0736187,0.121921,0.172479,0.0944638,0.103145,0.0817177,0.204991,0.0305089,0.722739,0.277261
-1376.91,0.967592,0.00262874,6,69,1,1390.28,0.0037146,0.0122103,0.113881,0.22198,0.241273,0.168678,0.129087,0.0830075,0.0261577,1.24591e-08,1.04546e-05,2.75104e-272,5.67874e-73,5.0822e-21,4.30288e-281,5.91928e-06,0.0118392,0.00662262,0.030724,0.0651096,0.0733015,0.12362,0.175277,0.0939096,0.106881,0.0825349,0.199142,0.0310335,0.721011,0.278989
-1377.15,0.933906,0.00262874,5,51,1,1396.8,0.00362139,0.0124822,0.113695,0.221461,0.242334,0.169846,0.128102,0.082113,0.0263315,8.29667e-09,1.33161e-05,3.34405e-283,3.05327e-75,3.38813e-21,5.06252e-281,6.49857e-06,0.011939,0.00683684,0.0323863,0.0702958,0.0712383,0.12399,0.172433,0.091672,0.107078,0.0819147,0.198998,0.0312118,0.72194,0.27806
-1377.27,0.614432,0.00262874,2,6,1,1393.38,0.00362705,0.0124706,0.113721,0.221357,0.242231,0.169933,0.128074,0.0822203,0.0263528,7.83556e-09,1.29174e-05,1.07835e-282,1.69427e-75,3.38813e-21,8.6893e-281,6.786e-06,0.0120223,0.00684891,0.0323479,0.0701259,0.07128,0.124191,0.172388,0.0916626,0.107042,0.0819811,0.198927,0.0311771,0.721895,0.278105
-1377.15,0.692224,0.00262874,2,6,1,1388.05,0.00362053,0.0124592,0.113692,0.221209,0.242315,0.169971,0.128079,0.0822298,0.0264115,7.98863e-09,1.30194e-05,6.45492e-283,3.28516e-75,3.38813e-21,1.08179e-280,6.83419e-06,0.0122392,0.00683858,0.0324338,0.0701285,0.0711417,0.124099,0.172375,0.0916743,0.10706,0.081965,0.19885,0.0311881,0.721778,0.278222
-1376.49,0.969501,0.00262874,5,61,1,1390.61,0.00360438,0.0124175,0.113548,0.220971,0.242374,0.169693,0.127502,0.082528,0.0273458,8.49853e-09,1.65127e-05,2.48988e-282,1.20444e-78,3.38813e-21,6.2353e-281,1.01111e-05,0.0106797,0.00691391,0.0314306,0.0672153,0.0717929,0.124654,0.172124,0.0924811,0.107717,0.083255,0.200002,0.031724,0.722184,0.277816
-1376.98,0.832985,0.00262874,5,35,1,1392.65,0.00333313,0.0128078,0.114775,0.221873,0.245131,0.167528,0.12495,0.078825,0.0307582,2.4429e-08,1.77795e-05,2.3971e-282,1.02041e-75,3.38813e-21,2.27758e-281,4.15978e-06,0.0168939,0.00690378,0.0373171,0.064879,0.0700656,0.121654,0.171742,0.0928962,0.106734,0.0809669,0.198554,0.0313891,0.728468,0.271532
-1376.9,0.76514,0.00262874,2,5,1,1388.66,0.00333479,0.0128135,0.114829,0.222102,0.245047,0.167349,0.125039,0.0787074,0.0307607,2.54864e-08,1.76986e-05,5.60463e-282,5.86837e-75,3.38813e-21,8.29e-281,3.86303e-06,0.0167439,0.00689255,0.037462,0.0653762,0.0698098,0.121836,0.171662,0.0929414,0.10668,0.0807669,0.198498,0.0313284,0.728548,0.271452
-1377.12,0.400817,0.00262874,1,2,1,1389.06,0.00334408,0.0128151,0.114816,0.222109,0.24518,0.167308,0.125053,0.0785366,0.030821,2.40763e-08,1.74427e-05,7.588e-282,7.79055e-75,3.38813e-21,7.38045e-281,3.72761e-06,0.0171684,0.00688767,0.0373595,0.0653502,0.0697947,0.121737,0.171504,0.09296,0.106662,0.0808176,0.198448,0.0313064,0.728534,0.271466
-1376.92,0.813617,0.00262874,2,6,1,1396.45,0.00335674,0.0128776,0.114881,0.221769,0.245323,0.16772,0.124921,0.0785621,0.0305728,3.13703e-08,1.73247e-05,7.73146e-282,7.97138e-76,3.38813e-21,1.69249e-280,3.8256e-06,0.0166039,0.00695835,0.0378875,0.0646866,0.0695782,0.121807,0.171163,0.0930155,0.106858,0.0811079,0.198948,0.0313824,0.729229,0.270771
