# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_unimode2_symmetric_Dirichtlet_model
# start_datetime = 2024-03-21 19:46:37 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.960000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/unimode/1D21-03-2024.16.46UM.json
# init = 2 (Default)
# random
#   seed = 10
# output
#   file = models/notebooks/results/1D21-03-2024.16.46UM-results.csv
#   diagnostic_file = models/notebooks/results/1D21-03-2024.16.46UM-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_j.1,a_j.2,a_j.3,a_j.4,a_j.5,a_j.6,a_j.7,a_j.8,a_j.9,a_j.10,a_j.11,a_j.12,a_j.13,w_j_mode.1,w_j_mode.2,w_j_mode.3,w_j_mode.4,w_j_mode.5,w_j_mode.6,w_j_mode.7,w_j_mode.8,w_j_mode.9,w_j_mode.10,w_j_mode.11,w_j_mode.12,w_j_mode.13,w_j_mode.14,a_b.1,a_b.2,a_b.3,a_b.4,a_b.5,a_b.6,a_b.7,a_b.8,a_b.9,a_b.10,a_b.11,a_b.12,a_b.13,w_b_mode.1,w_b_mode.2,w_b_mode.3,w_b_mode.4,w_b_mode.5,w_b_mode.6,w_b_mode.7,w_b_mode.8,w_b_mode.9,w_b_mode.10,w_b_mode.11,w_b_mode.12,w_b_mode.13,w_b_mode.14,theta.1,theta.2,y5.1,y5.2,p_j.1,p_j.2,p_j.3,p_j.4,p_j.5,p_j.6,p_j.7,p_j.8,p_j.9,p_j.10,p_j.11,p_j.12,p_j.13,p_j.14,p_b.1,p_b.2,p_b.3,p_b.4,p_b.5,p_b.6,p_b.7,p_b.8,p_b.9,p_b.10,p_b.11,p_b.12,p_b.13,p_b.14
# Adaptation terminated
# Step size = 0.00333814
# Diagonal elements of inverse mass matrix:
# 0.167359, 0.038975, 0.171286, 1.47392, 1.77618, 1.19301, 0.714164, 0.259387, 0.417759, 1.1068, 1.12195, 0.919322, 2.6629, 1503.8, 2784.64, 1979.72, 35.0001, 4414.46, 5959.64, 4366.53, 3072.43, 5713.41, 4871.32, 4242.1, 7239.99, 4728.26, 0.48153, 0.710366, 1.17241, 0.727181, 0.736493, 0.882328, 1.89142, 0.732099, 0.995999, 2.1299, 1.11011, 1.09299, 0.768931, 3008.57, 6149.19, 3003.17, 13070.5, 3072.72, 3719.62, 2805.83, 4378.31, 2015.71, 7948.01, 6320.59, 14004.4, 4018.77, 0.810985
-1266,0.901553,0.00333814,4,19,1,1294.77,0.723833,1.74126,0.469777,0.109765,0.0572047,0.112009,0.690688,0.865364,0.31964,0.0830403,0.357355,0.0245633,0.199986,3.63694e-51,4.14785e-36,7.57595e-14,0.848858,1.77209e-27,0.000291607,1.18632e-44,0.150851,1.42607e-62,6.86801e-110,3.25085e-07,7.81168e-23,2.9246e-22,4.51596e-32,0.46123,0.193516,0.190501,0.258825,0.506467,0.175452,0.134769,0.412721,0.383315,0.324695,0.0731073,0.274126,0.251474,3.28908e-81,5.0487e-05,4.81211e-38,4.03886e-22,9.05239e-53,2.38499e-10,5.14715e-82,0.0464601,3.06424e-26,0.861526,2.36167e-65,1.31819e-76,7.00157e-09,0.0919633,0.884844,0.115156,0.0345555,0.158648,0.00924561,0.0190674,0.108771,0.173993,0.158648,0.15142,0.138671,0.094036,0.0395796,0.0287511,0.02646,0.0185094,0.0180603,0.0147867,0.0114604,0.0181765,0.0220534,0.0266782,0.0345555,0.0573365,0.0683316,0.0781892,0.111776,0.160096,0.121306,0.11447,0.0940235,0.0815474
-1265.75,0.807303,0.00333814,3,15,1,1293.32,0.732128,1.74778,0.469097,0.107149,0.0562471,0.114054,0.670673,0.865685,0.3185,0.083252,0.342235,0.0245881,0.207609,7.55816e-51,5.16596e-37,4.55017e-14,0.837869,8.78764e-29,0.00252296,1.79431e-45,0.159606,9.76088e-63,9.18735e-110,1.91473e-06,4.44199e-21,1.33457e-20,4.38507e-30,0.454382,0.189282,0.189305,0.263924,0.500495,0.170176,0.135516,0.409111,0.381877,0.329693,0.0730767,0.275141,0.256611,1.57208e-80,2.2581e-05,1.3413e-38,1.71982e-22,1.9509e-53,3.94525e-10,1.64644e-82,0.0925334,1.41422e-26,0.86927,7.64959e-66,5.82284e-77,1.40925e-09,0.038174,0.884163,0.115837,0.0376185,0.157656,0.00902283,0.018763,0.107734,0.172218,0.157656,0.150747,0.138075,0.0959381,0.0403674,0.0293569,0.0270119,0.0191834,0.0187174,0.0152084,0.0125631,0.0197894,0.0239115,0.0288934,0.0376185,0.0620506,0.0735613,0.0842368,0.114305,0.159731,0.117215,0.109665,0.0861988,0.0702593
-1265.61,0.969925,0.00333814,6,85,1,1289.01,0.785525,1.73775,0.476872,0.0936799,0.0716295,0.0710658,0.558437,0.865458,0.350671,0.0699527,0.35714,0.0255999,0.164998,2.31866e-51,1.2538e-37,1.37646e-11,0.709227,9.14779e-36,0.000245466,1.06048e-53,0.290463,2.08663e-59,6.30392e-113,6.44868e-05,6.40399e-11,8.13325e-18,4.16001e-32,0.537686,0.181511,0.199207,0.307626,0.579936,0.212598,0.127937,0.511284,0.420815,0.536465,0.0463454,0.237099,0.288394,1.08917e-83,2.10971e-13,2.94633e-31,1.25297e-30,1.73821e-46,4.20318e-13,9.23998e-81,0.796346,4.22692e-22,1.86893e-08,3.39128e-67,4.92376e-69,7.99296e-11,0.203654,0.88042,0.11958,0.0594512,0.147217,0.00777528,0.0170555,0.0969532,0.156194,0.147217,0.141228,0.135997,0.11736,0.0493982,0.0347925,0.0324434,0.0226998,0.0221261,0.0187606,0.0174463,0.0298687,0.0358134,0.043708,0.0594512,0.106175,0.131327,0.149251,0.0966623,0.0731416,0.0619189,0.0618126,0.0633522,0.0700719
-1265.24,0.973899,0.00333814,6,77,1,1297.76,0.752878,1.75086,0.440563,0.10198,0.0605543,0.0714687,0.605552,0.88507,0.338168,0.0859537,0.308459,0.0253661,0.205787,1.04549e-49,1.00099e-34,9.96323e-13,0.836594,5.74408e-34,5.20228e-07,2.67726e-50,0.163393,1.68458e-63,1.50065e-107,3.20997e-09,1.32202e-05,1.38982e-12,1.15111e-26,0.550623,0.177316,0.227015,0.328314,0.651268,0.242382,0.13072,0.443401,0.489458,0.618204,0.0422914,0.246967,0.260195,4.48042e-85,3.38447e-11,5.1642e-33,5.6007e-31,2.2849e-48,1.26357e-13,1.67751e-76,0.532572,2.99798e-21,1.40655e-10,1.45101e-60,1.57654e-68,5.75941e-16,0.467428,0.876679,0.123321,0.0407178,0.154934,0.0088575,0.0188054,0.10831,0.168269,0.154934,0.147788,0.140049,0.100142,0.041328,0.0294708,0.0270438,0.0198669,0.0193693,0.0157668,0.0112841,0.0195704,0.0233673,0.0293224,0.0407178,0.0780955,0.0995156,0.113413,0.086232,0.0761315,0.0901175,0.0922391,0.108065,0.131929
-1266.76,0.867147,0.00333814,6,100,1,1290.78,0.708781,1.71414,0.425749,0.0798814,0.0401219,0.0756146,0.450332,0.804098,0.330231,0.0841382,0.331833,0.0301361,0.153521,2.61384e-48,7.99228e-37,4.30581e-16,0.887675,9.77562e-36,7.28157e-10,1.59102e-43,0.112325,2.50875e-70,4.82429e-109,9.2954e-20,6.20223e-11,4.11471e-17,4.31408e-32,0.584399,0.1714,0.173611,0.303037,0.701865,0.23199,0.154238,0.391779,0.520587,0.505641,0.0401476,0.230937,0.249036,1.17552e-85,0.000566832,6.51189e-32,4.65843e-38,2.87175e-48,1.69559e-11,7.00957e-78,0.809668,1.12052e-19,3.17719e-16,4.71359e-63,4.81466e-67,3.94252e-17,0.189765,0.876459,0.123541,0.0520268,0.151741,0.00941077,0.0191181,0.106142,0.162475,0.151741,0.146718,0.137889,0.10021,0.0448431,0.0322313,0.0296304,0.021263,0.0206318,0.0176955,0.0152197,0.0273029,0.0323651,0.0384651,0.0520268,0.104867,0.132233,0.154278,0.109647,0.075928,0.0633697,0.0630947,0.0634841,0.0677197
-1267.17,0.842614,0.00333814,3,11,1,1286.9,0.706606,1.71299,0.42319,0.0803802,0.0394998,0.0750858,0.449713,0.806361,0.331765,0.0853722,0.33048,0.0298152,0.152668,1.75828e-48,1.44701e-36,3.03976e-16,0.893499,2.33203e-35,4.71918e-10,1.4592e-43,0.106501,3.64553e-71,3.645e-109,2.48279e-20,3.6355e-11,4.66708e-17,1.84889e-32,0.58558,0.171463,0.173726,0.29883,0.704384,0.230018,0.153259,0.389278,0.522709,0.511206,0.0397659,0.232993,0.249719,1.436e-85,0.00114026,7.23427e-32,5.0419e-38,4.58731e-48,1.30928e-11,8.79194e-78,0.878465,7.22155e-20,2.32948e-16,3.51202e-63,3.82357e-67,1.30535e-16,0.120395,0.876913,0.123087,0.0554765,0.151965,0.00949009,0.0192374,0.106681,0.162883,0.151965,0.146963,0.138082,0.0997412,0.0445325,0.031959,0.0293438,0.0210858,0.0204664,0.0175687,0.0163217,0.0293142,0.0347119,0.041225,0.0554765,0.112008,0.140946,0.164275,0.114677,0.0748131,0.0560979,0.0553058,0.0523906,0.0524371
