# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_dirichlet_model
# start_datetime = 2024-03-01 20:04:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/dirichlet/1D01-03-2024.17.03Dr.json
# init = 2 (Default)
# random
#   seed = 0
# output
#   file = models/notebooks/results/1D01-03-2024.17.03Dr-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.17.03Dr-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14,theta.1,theta.2
# Adaptation terminated
# Step size = 0.0110168
# Diagonal elements of inverse mass matrix:
# 0.486562, 0.123894, 0.0219273, 0.0159151, 0.0258564, 0.0385833, 0.0945964, 1.36845, 29.2506, 132.995, 1658.19, 38309.6, 45442, 27905.1, 204.774, 12.4361, 1.08046, 1.01113, 0.669388, 0.202609, 0.168747, 0.0619289, 0.0607645, 0.0634267, 0.0617444, 0.191303, 0.0404996
-1383.57,0.980852,0.0110168,6,85,1,1396.25,0.00779212,0.00885785,0.136025,0.252696,0.284855,0.113245,0.0679508,0.123883,0.00455281,0.000142732,2.6531e-15,3.33917e-70,1.27712e-116,3.52528e-15,2.13313e-120,4.57295e-11,0.0100965,0.0731561,0.00108731,0.0803407,0.172792,0.061723,0.182907,0.123759,0.0606231,0.109258,0.091981,0.0322763,0.664782,0.335218
-1383.11,0.986438,0.0110168,6,86,1,1395.86,0.00751252,0.0121519,0.136613,0.245162,0.297593,0.105451,0.0679748,0.120787,0.00540259,0.00135169,1.39797e-30,8.64912e-75,5.15321e-109,2.90566e-17,3.4334e-136,3.86644e-08,0.0301518,0.0356071,0.00103005,0.0786172,0.15747,0.0505367,0.1773,0.147205,0.0717935,0.116359,0.0998947,0.0340346,0.66595,0.33405
-1382.81,0.94108,0.0110168,5,54,1,1401.39,0.00813623,0.0122367,0.135998,0.246645,0.296511,0.10591,0.0677926,0.120063,0.00536268,0.00134537,4.69989e-31,1.88459e-77,3.00639e-105,1.64799e-17,4.96228e-130,8.82806e-08,0.0215031,0.0354377,0.00109503,0.0803639,0.162018,0.0501302,0.176794,0.149679,0.0709783,0.116758,0.100247,0.0349969,0.663309,0.336691
-1378.51,0.92153,0.0110168,6,70,1,1389.28,0.0070535,0.0122232,0.131289,0.259507,0.286139,0.112861,0.0720978,0.113592,0.00410634,0.00113186,4.00735e-28,2.41061e-94,3.1738e-153,4.33681e-19,1.84699e-119,7.96804e-09,0.0039953,0.0159288,0.00120542,0.104457,0.132731,0.0560296,0.191203,0.147626,0.0727299,0.123869,0.11647,0.0337548,0.682163,0.317837
-1378.73,0.863712,0.0110168,5,60,1,1386.65,0.00787765,0.0122827,0.128593,0.260841,0.284951,0.112321,0.0710079,0.116462,0.00479525,0.000868092,3.93539e-29,4.58051e-104,2.53287e-135,2.1684e-19,1.92844e-97,1.98093e-08,0.0052696,0.014164,0.00115606,0.127795,0.138118,0.0551458,0.184139,0.141362,0.0670659,0.115221,0.11681,0.0337536,0.683843,0.316157
-1379.7,0.90769,0.0110168,6,65,1,1388.1,0.00827739,0.0121783,0.132217,0.254446,0.286706,0.114033,0.0729313,0.114074,0.00386843,0.00126933,5.56657e-31,1.22558e-126,6.69341e-157,2.1684e-19,2.47093e-97,2.13958e-07,0.00398339,0.0130455,0.00114139,0.135172,0.146738,0.0500984,0.17515,0.141435,0.0664492,0.116724,0.118142,0.0319206,0.695624,0.304376
-1380.9,0.497252,0.0110168,4,16,1,1392.57,0.00846106,0.0118364,0.131487,0.254861,0.289337,0.113874,0.0724224,0.112608,0.00353135,0.0015811,7.6043e-30,6.36068e-125,1.46944e-160,4.33681e-19,3.36121e-94,3.35212e-07,0.00347128,0.0135512,0.00118394,0.132341,0.147604,0.0499832,0.172429,0.141077,0.0684045,0.117095,0.121206,0.0316537,0.694802,0.305198
-1380.8,0.739278,0.0110168,2,6,1,1391.28,0.0085662,0.0118543,0.131794,0.254867,0.28957,0.113526,0.0723463,0.112389,0.00352808,0.00155996,8.61012e-30,1.26159e-124,9.41273e-161,4.33681e-19,8.27262e-94,3.0704e-07,0.00327365,0.01357,0.00118653,0.133273,0.147895,0.050111,0.172753,0.140766,0.068237,0.116687,0.120613,0.0316346,0.694867,0.305133
-1380.52,0.87796,0.0110168,4,31,1,1394.1,0.00924329,0.012576,0.130516,0.254871,0.288821,0.113834,0.0712659,0.114347,0.00261407,0.00191189,3.03404e-29,5.78056e-123,4.17541e-157,4.33681e-19,1.06239e-93,8.00806e-07,0.00356092,0.0142295,0.00107542,0.133321,0.146325,0.0512752,0.173192,0.141357,0.0681158,0.116728,0.118438,0.0323804,0.698352,0.301648
-1380.58,0.704191,0.0110168,3,13,1,1396.22,0.00919225,0.0124017,0.130538,0.255376,0.290816,0.113845,0.0700566,0.113098,0.00324442,0.00143093,2.15159e-30,3.83429e-120,1.7492e-161,2.1684e-19,5.91149e-92,2.0779e-06,0.00540039,0.014182,0.00100832,0.130277,0.147552,0.0505346,0.172187,0.141556,0.0681144,0.116966,0.119666,0.0325546,0.699537,0.300463
-1380.56,0.892558,0.0110168,4,20,1,1389.7,0.00942941,0.0125778,0.130444,0.257873,0.290951,0.112712,0.0708898,0.109766,0.00404044,0.00131641,2.88349e-33,1.43573e-120,5.45066e-165,2.1684e-19,1.08298e-102,2.5522e-06,0.00461671,0.0151552,0.000885069,0.130649,0.13827,0.0487323,0.176419,0.144619,0.0683438,0.118432,0.121051,0.0328247,0.70062,0.29938
-1381.12,0.428959,0.0110168,2,5,1,1393.27,0.00917752,0.0124819,0.130321,0.257951,0.291063,0.112451,0.0707669,0.110438,0.00401119,0.00133801,1.43312e-33,2.57283e-124,3.00152e-165,2.1684e-19,4.07436e-101,3.76891e-06,0.00453822,0.015594,0.000868766,0.130438,0.138847,0.0487077,0.176399,0.145081,0.0677913,0.117819,0.121181,0.0327314,0.70029,0.29971
-1380.92,0.645806,0.0110168,2,5,1,1394.5,0.00933599,0.0126103,0.129883,0.258338,0.290613,0.112139,0.0711174,0.110904,0.0038494,0.00121,3.70136e-33,3.6133e-121,2.88595e-164,2.1684e-19,4.59403e-98,5.30856e-06,0.00473825,0.0156987,0.000884354,0.13171,0.138634,0.0482177,0.176416,0.145168,0.0675971,0.117227,0.121142,0.0325623,0.700133,0.299867
-1380.84,0.594174,0.0110168,3,13,1,1398.31,0.00965699,0.0126962,0.129852,0.258761,0.290859,0.111961,0.0708484,0.110486,0.00361177,0.00126781,1.03215e-32,1.6968e-117,1.27651e-163,2.1684e-19,1.29207e-95,4.91553e-06,0.00484505,0.015699,0.000911637,0.135082,0.138173,0.0485804,0.175932,0.143599,0.0671956,0.116903,0.120264,0.0328099,0.70211,0.29789
-1380.8,0.67564,0.0110168,5,38,1,1391.5,0.0103453,0.011671,0.134822,0.259623,0.279084,0.115258,0.0753647,0.109266,0.00405578,0.000509143,1.69301e-39,1.5086e-96,1.34017e-198,3.36103e-18,9.3475e-113,4.20092e-06,0.00129385,0.0108445,0.000940261,0.113029,0.134626,0.0617946,0.190681,0.151455,0.0652056,0.115857,0.121196,0.0330739,0.713566,0.286434
-1382.03,0.984271,0.0110168,6,121,1,1392.6,0.0107371,0.01263,0.127002,0.26002,0.287543,0.111506,0.0768682,0.11133,0.00232025,4.36046e-05,1.66512e-41,4.34345e-70,2.05549e-176,2.31071e-18,1.15769e-110,4.81233e-07,0.000593451,0.00836711,0.00113619,0.170287,0.118129,0.0729143,0.174657,0.131668,0.0623535,0.111576,0.116272,0.0320455,0.70791,0.29209
-1383.14,0.939849,0.0110168,5,35,1,1395.93,0.014155,0.0122601,0.124097,0.25229,0.291004,0.115796,0.0729597,0.11547,0.00193838,2.88721e-05,3.30583e-46,6.44977e-82,2.60917e-170,1.35525e-20,5.10847e-119,1.34616e-06,0.000497933,0.00888923,0.00101171,0.153038,0.122793,0.0737736,0.175689,0.132195,0.0683395,0.112262,0.120268,0.0312424,0.714543,0.285457
-1382.5,0.987154,0.0110168,6,79,1,1394.19,0.0111395,0.0127331,0.119472,0.252164,0.307885,0.109229,0.0765845,0.107441,0.00334652,6.00942e-06,3.00329e-45,6.63933e-47,1.51376e-102,1.18585e-20,2.27418e-128,0.00721495,0.00154051,0.00801414,0.00122968,0.165061,0.118972,0.0680487,0.179738,0.135579,0.0667758,0.102088,0.113095,0.0326436,0.705973,0.294027
-1382.6,0.950403,0.0110168,4,26,1,1392.15,0.0106482,0.0125789,0.120423,0.251058,0.306437,0.110338,0.0763921,0.108908,0.00321174,3.64076e-06,2.06998e-46,6.43601e-28,6.969e-94,1.14349e-20,3.29348e-131,0.00136099,0.00222883,0.00888617,0.00134267,0.180054,0.115734,0.0666327,0.179434,0.130478,0.0659081,0.0988162,0.115962,0.0331634,0.708418,0.291582
-1382.24,0.958429,0.0110168,4,28,1,1393.04,0.0109397,0.0131023,0.119129,0.250605,0.308628,0.110853,0.0745651,0.109008,0.0031671,2.72219e-06,3.32418e-46,7.10378e-21,2.00441e-86,9.43029e-22,5.94835e-134,0.00390736,0.00289207,0.00808526,0.0014326,0.174517,0.111218,0.0663028,0.185915,0.131536,0.064467,0.100886,0.113958,0.0348834,0.707922,0.292078
-1379.67,0.951643,0.0110168,6,86,1,1391.2,0.00810156,0.0144383,0.124738,0.252301,0.309814,0.103315,0.0727654,0.112492,0.00203085,4.15628e-06,1.547e-41,2.22211e-20,2.03205e-100,1.19233e-19,1.73142e-145,0.00206801,0.00174158,0.00536933,0.00199648,0.136674,0.112549,0.0739964,0.189164,0.139907,0.0695697,0.11032,0.121542,0.0351019,0.70213,0.29787
