# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_gp1_no_correlation_parallel_model
# start_datetime = 2024-03-01 10:27:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.850000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/gp/1D01-03-2024.07.27hs.json
# init = 2 (Default)
# random
#   seed = 30
# output
#   file = models/notebooks/results/1D01-03-2024.07.27hs-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.07.27hs-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y8.1,y8.2,yj_remain.1,yj_remain.2,yj_remain.3,yj_remain.4,yj_remain.5,yj_remain.6,yj_remain.7,yj_remain.8,yj_remain.9,yj_remain.10,yj_remain.11,yj_remain.12,yj_remain.13,yb_remain.1,yb_remain.2,yb_remain.3,yb_remain.4,yb_remain.5,yb_remain.6,yb_remain.7,yb_remain.8,yb_remain.9,yb_remain.10,yb_remain.11,yb_remain.12,yb_remain.13,theta.1,theta.2,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14
# Adaptation terminated
# Step size = 0.000576429
# Diagonal elements of inverse mass matrix:
# 0.213023, 0.103844, 0.180295, 0.181786, 0.207974, 0.220321, 0.150869, 0.160949, 0.224542, 0.270633, 0.276016, 0.27535, 0.282434, 0.285968, 0.285108, 0.258027, 0.259149, 0.252929, 0.229337, 0.225297, 0.224603, 0.181048, 0.136615, 0.135832, 0.160587, 0.171364, 0.162203, 0.153205, 0.156416
-1107.8,0.974395,0.000576429,14,16383,0,1121.33,-3.7384,-1.4147,-5.90282,-3.07455,-2.0744,-1.54841,-1.64389,-2.21509,-3.14908,-4.39653,-5.94348,-7.94671,-10.7313,-15.107,-24.9494,-11.2811,-7.6918,-5.97798,-4.75541,-2.88802,-2.30723,-2.08143,-2.2021,-2.49849,-2.66798,-2.61984,-2.70559,-3.74175,0.602158,0.397842,-5.90282,-3.07455,-2.0744,-1.54841,-1.4147,-1.64389,-2.21509,-3.14908,-4.39653,-5.94348,-7.94671,-10.7313,-15.107,-24.9494,-11.2811,-7.6918,-5.97798,-4.75541,-3.7384,-2.88802,-2.30723,-2.08143,-2.2021,-2.49849,-2.66798,-2.61984,-2.70559,-3.74175
-1105.97,0.901431,0.000576429,13,16383,0,1121.42,-2.64927,-0.74946,-6.57038,-3.03776,-1.44164,-0.725256,-1.41663,-2.55862,-3.79472,-4.88662,-6.10408,-7.91736,-10.7085,-15.1903,-25.0561,-10.8587,-7.04365,-5.14228,-3.73648,-1.89174,-1.54031,-1.70137,-2.23382,-2.69406,-2.77648,-2.57961,-2.46304,-3.18383,0.453845,0.546155,-6.57038,-3.03776,-1.44164,-0.725256,-0.74946,-1.41663,-2.55862,-3.79472,-4.88662,-6.10408,-7.91736,-10.7085,-15.1903,-25.0561,-10.8587,-7.04365,-5.14228,-3.73648,-2.64927,-1.89174,-1.54031,-1.70137,-2.23382,-2.69406,-2.77648,-2.57961,-2.46304,-3.18383
-1107.18,0.979373,0.000576429,14,16383,0,1121.14,-2.72949,-0.778884,-5.44123,-2.17676,-1.0586,-0.687066,-1.19141,-1.79705,-2.63987,-3.90134,-5.57948,-7.56142,-10.1648,-14.4485,-24.2525,-10.3573,-6.57664,-4.80806,-3.63326,-1.96544,-1.49131,-1.55414,-2.04219,-2.48927,-2.5881,-2.46181,-2.4791,-3.33304,0.458591,0.541409,-5.44123,-2.17676,-1.0586,-0.687066,-0.778884,-1.19141,-1.79705,-2.63987,-3.90134,-5.57948,-7.56142,-10.1648,-14.4485,-24.2525,-10.3573,-6.57664,-4.80806,-3.63326,-2.72949,-1.96544,-1.49131,-1.55414,-2.04219,-2.48927,-2.5881,-2.46181,-2.4791,-3.33304
-1109.08,0.869003,0.000576429,14,16383,0,1125.91,-2.73697,-0.435973,-5.42322,-2.14626,-0.987077,-0.486294,-0.796965,-1.53739,-2.59334,-3.89597,-5.48913,-7.47333,-10.0574,-14.2086,-24.1354,-10.6506,-6.5549,-4.71056,-3.57156,-2.13878,-1.83294,-1.86007,-2.13552,-2.42727,-2.52027,-2.4142,-2.43209,-3.3722,0.531246,0.468754,-5.42322,-2.14626,-0.987077,-0.486294,-0.435973,-0.796965,-1.53739,-2.59334,-3.89597,-5.48913,-7.47333,-10.0574,-14.2086,-24.1354,-10.6506,-6.5549,-4.71056,-3.57156,-2.73697,-2.13878,-1.83294,-1.86007,-2.13552,-2.42727,-2.52027,-2.4142,-2.43209,-3.3722
-1109.12,0.841021,0.000576429,14,16383,0,1124.14,-2.87052,-1.81175,-6.94587,-3.51977,-2.23949,-1.79006,-2.05465,-2.37101,-2.8305,-3.78194,-5.51877,-7.95325,-10.95,-15.236,-24.9106,-11.4274,-7.63843,-5.56863,-4.01435,-2.13908,-1.86577,-1.96499,-2.13325,-2.10484,-1.8891,-1.67988,-1.72959,-2.65756,0.717673,0.282327,-6.94587,-3.51977,-2.23949,-1.79006,-1.81175,-2.05465,-2.37101,-2.8305,-3.78194,-5.51877,-7.95325,-10.95,-15.236,-24.9106,-11.4274,-7.63843,-5.56863,-4.01435,-2.87052,-2.13908,-1.86577,-1.96499,-2.13325,-2.10484,-1.8891,-1.67988,-1.72959,-2.65756
-1113.83,0.997228,0.000576429,13,8191,0,1125.2,-3.13337,-2.3434,-7.2794,-4.09551,-2.85685,-2.33627,-2.65487,-3.12409,-3.76579,-4.63087,-5.84256,-7.70488,-10.569,-14.9932,-24.5183,-11.633,-7.8924,-5.81113,-4.25696,-2.26238,-1.62721,-1.4309,-1.63058,-1.87098,-1.92941,-1.87482,-1.93552,-2.74239,0.665775,0.334225,-7.2794,-4.09551,-2.85685,-2.33627,-2.3434,-2.65487,-3.12409,-3.76579,-4.63087,-5.84256,-7.70488,-10.569,-14.9932,-24.5183,-11.633,-7.8924,-5.81113,-4.25696,-3.13337,-2.26238,-1.62721,-1.4309,-1.63058,-1.87098,-1.92941,-1.87482,-1.93552,-2.74239
