# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_dirichlet_model
# start_datetime = 2024-03-01 20:03:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/dirichlet/1D01-03-2024.17.02Dr.json
# init = 2 (Default)
# random
#   seed = 10
# output
#   file = models/notebooks/results/1D01-03-2024.17.02Dr-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.17.02Dr-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14,theta.1,theta.2
# Adaptation terminated
# Step size = 0.020211
# Diagonal elements of inverse mass matrix:
# 34.5974, 0.0746638, 0.0236273, 0.0180969, 0.0359767, 0.0432469, 0.19476, 9.53762, 15.5249, 190.549, 1408.04, 36337.1, 31354.2, 41866.4, 285.547, 38.897, 1.36266, 0.82826, 0.371142, 0.260532, 0.0914308, 0.0481371, 0.0602397, 0.0533431, 0.109374, 0.172115, 0.0199583
-1408.85,0.970709,0.020211,5,49,1,1427.99,0.00014654,0.0291318,0.132139,0.208769,0.213321,0.150019,0.154618,0.0456693,0.0661775,8.47886e-06,7.13153e-59,1.81804e-257,2.5121e-238,9.41166e-15,1.58425e-172,1.14669e-08,1.02096e-07,0.003067,0.0127765,0.0539922,0.106317,0.201179,0.137218,0.0588085,0.130404,0.107414,0.128545,0.0602787,0.74654,0.25346
-1405.6,0.98739,0.020211,6,118,1,1419.03,0.0012965,0.0291523,0.127728,0.213336,0.195771,0.166922,0.142286,0.102185,0.0213212,2.23928e-06,4.49046e-53,2.95871e-265,4.59429e-209,1.35226e-11,1.01284e-66,1.44256e-11,9.48409e-07,0.00364003,0.0174136,0.0410627,0.116791,0.139568,0.141312,0.0649484,0.185913,0.112862,0.139495,0.0369944,0.741837,0.258163
-1403,0.94439,0.020211,4,18,1,1423.66,0.000524109,0.0294501,0.125677,0.214728,0.19639,0.168998,0.140647,0.0878702,0.0357129,2.09075e-06,4.87802e-44,1.04905e-290,1.56718e-218,1.18606e-08,7.81479e-70,6.35702e-13,1.72804e-07,0.00334657,0.0232458,0.0373311,0.106908,0.133208,0.149029,0.0715697,0.182914,0.119165,0.134539,0.0387439,0.745322,0.254678
-1403.31,0.857132,0.020211,2,7,1,1416.29,0.000491688,0.029116,0.125413,0.214093,0.195447,0.168832,0.14208,0.0888715,0.0356537,2.12724e-06,5.1206e-45,4.90904e-296,9.47738e-217,6.01685e-09,4.17099e-64,9.32481e-13,1.59728e-07,0.00363652,0.0224324,0.0367367,0.108973,0.134175,0.148752,0.0699418,0.183327,0.119741,0.133989,0.0382955,0.745505,0.254495
-1403.37,0.813348,0.020211,2,7,1,1420.64,0.000537386,0.0288601,0.12618,0.214859,0.195385,0.169101,0.141082,0.0873188,0.0366746,2.23637e-06,3.56215e-45,4.59031e-301,2.80881e-218,5.05496e-09,4.65642e-60,2.40444e-13,1.60349e-07,0.00375382,0.0251,0.0347273,0.110271,0.132344,0.148911,0.0705067,0.184168,0.118868,0.133404,0.0379455,0.743581,0.256419
-1403.62,0.749674,0.020211,2,4,1,1417.4,0.000349847,0.0289714,0.124963,0.216081,0.19551,0.168556,0.140626,0.0827464,0.0421937,2.18502e-06,3.20932e-45,2.26744e-292,3.69872e-218,3.30529e-09,3.3145e-60,1.80949e-13,1.75377e-07,0.00379775,0.0256133,0.0348409,0.111261,0.130786,0.149854,0.0700015,0.183816,0.120735,0.131736,0.0375582,0.744607,0.255393
-1403.91,0.879147,0.020211,3,14,1,1413.86,0.000414063,0.0301672,0.12428,0.215681,0.197781,0.166182,0.142652,0.0831823,0.0396583,2.11768e-06,6.51498e-45,3.40736e-281,3.41962e-225,1.19619e-09,6.10031e-64,2.4551e-13,8.79653e-08,0.00338067,0.0247044,0.0333414,0.110958,0.13312,0.150937,0.0681096,0.183819,0.122017,0.132198,0.0374136,0.744914,0.255086
-1404.34,0.95591,0.020211,4,24,1,1423,0.000390274,0.030839,0.125102,0.211954,0.199245,0.166363,0.144576,0.0723438,0.0491848,2.42422e-06,1.03935e-43,4.55446e-278,3.43383e-210,2.99522e-09,1.61786e-48,4.66984e-13,6.6694e-08,0.00364556,0.0294699,0.0306294,0.114939,0.125857,0.143856,0.0696206,0.18462,0.123236,0.13256,0.0415662,0.745732,0.254268
-1404.03,0.975607,0.020211,5,41,1,1416.63,8.741e-05,0.0368972,0.124443,0.224887,0.172845,0.183501,0.124175,0.114379,0.0187774,7.79635e-06,1.21561e-40,5.20598e-218,6.70116e-191,7.42757e-08,2.29821e-53,3.84682e-13,1.45297e-09,0.00284102,0.0234891,0.0342989,0.114659,0.117714,0.14959,0.0738219,0.180041,0.119354,0.142134,0.0420568,0.728293,0.271707
-1404.44,0.94104,0.020211,5,51,0,1415.98,0.00357063,0.0343477,0.127199,0.226742,0.167707,0.157201,0.151153,0.0845631,0.0474979,1.89013e-05,3.95863e-50,5.89644e-215,1.12957e-171,4.01296e-13,7.11542e-117,1.69494e-09,4.00441e-09,0.00442528,0.0403397,0.0252014,0.0938642,0.127846,0.166028,0.067526,0.176052,0.117009,0.131867,0.0498415,0.715458,0.284542
-1400.44,0.827114,0.020211,6,100,1,1414.3,9.75554e-07,0.0294828,0.125852,0.239291,0.173893,0.140515,0.147698,0.101479,0.0417049,8.26384e-05,2.31164e-43,7.04093e-243,5.50594e-227,9.76198e-11,2.0144e-46,1.14344e-06,9.31574e-07,0.0059992,0.0663379,0.0517706,0.0708481,0.144744,0.140716,0.0812469,0.163816,0.101101,0.113532,0.0598861,0.69601,0.30399
-1403.21,0.978639,0.020211,5,54,1,1412.98,7.34659e-08,0.0275518,0.120503,0.244811,0.173973,0.13431,0.151034,0.087808,0.0598925,0.000116818,3.38093e-46,3.61688e-263,3.00236e-207,2.5364e-10,6.03744e-52,9.61993e-07,2.79683e-07,0.00689742,0.0838038,0.047434,0.0650174,0.134713,0.140696,0.0821451,0.154502,0.112213,0.110369,0.0622087,0.691419,0.308581
-1403.7,0.902511,0.020211,4,31,0,1416.23,4.57133e-08,0.0272389,0.12033,0.244454,0.177568,0.132099,0.152428,0.0905472,0.0551484,0.000187586,4.89479e-46,3.84072e-255,9.41374e-220,3.52279e-11,5.86164e-75,9.42305e-08,2.01931e-07,0.00907429,0.0799575,0.0458188,0.0543569,0.127572,0.14015,0.090423,0.164341,0.11485,0.114558,0.0588989,0.682784,0.317216
