# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_dirichlet_model
# start_datetime = 2024-03-01 20:03:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/dirichlet/1D01-03-2024.17.02Dr.json
# init = 2 (Default)
# random
#   seed = 10
# output
#   file = models/notebooks/results/1D01-03-2024.17.02Dr-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.17.02Dr-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14,theta.1,theta.2
# Adaptation terminated
# Step size = 0.0367691
# Diagonal elements of inverse mass matrix:
# 55.5285, 0.0726919, 0.0255218, 0.0191237, 0.0365899, 0.0376846, 0.149925, 2.78082, 88.1183, 148.21, 532.103, 43028.9, 50153.9, 39753.6, 415.361, 16.0255, 1.97465, 0.854537, 0.499915, 0.239319, 0.204631, 0.113507, 0.0571008, 0.0537149, 0.0701988, 0.105311, 0.050979
-1396.24,0.918984,0.0367691,3,13,1,1408.09,0.000363122,0.0465598,0.133854,0.21931,0.182081,0.17673,0.156481,0.0681353,0.0160331,0.000450923,2.1105e-06,2.60168e-115,2.3222e-237,1.03409e-08,2.04774e-123,6.44145e-05,5.33793e-06,0.0376233,0.00800422,0.0684433,0.088567,0.149834,0.141005,0.0841637,0.0956161,0.147649,0.121918,0.0571069,0.689352,0.310648
-1396.88,0.852224,0.0367691,6,108,1,1403.82,0.00111431,0.0453941,0.131867,0.234681,0.197567,0.16902,0.136804,0.0637291,0.0104703,0.00935235,8.21352e-07,2.20501e-120,8.80351e-228,3.57649e-11,7.13539e-74,0.00145038,3.20491e-06,0.0284848,0.0128184,0.0685169,0.0862451,0.169773,0.16078,0.0750262,0.0798586,0.138446,0.123049,0.0555483,0.690147,0.309853
-1396.97,0.969301,0.0367691,5,52,1,1407,0.000256647,0.04462,0.122477,0.243416,0.196478,0.168856,0.134754,0.0690632,0.0180223,0.00203268,2.975e-06,1.74725e-121,3.99441e-209,2.11062e-05,4.98901e-46,2.141e-07,4.50046e-05,0.00898157,0.0161787,0.0705153,0.0934575,0.160606,0.142023,0.0677421,0.0880924,0.149951,0.139037,0.0633712,0.681746,0.318254
-1398.37,0.959608,0.0367691,5,48,1,1406.79,1.79193e-05,0.0576532,0.128512,0.228744,0.211276,0.165657,0.124977,0.064944,0.018078,0.000141979,3.69803e-24,8.44082e-128,1.21492e-237,1.57464e-13,1.06275e-29,0.00138478,8.12547e-05,0.00783152,0.0111827,0.044252,0.0934441,0.130782,0.151925,0.09406,0.0989868,0.165333,0.141495,0.0592421,0.709304,0.290696
-1397.26,0.599798,0.0367691,5,35,1,1416.26,0.00197706,0.0472052,0.133743,0.241507,0.206764,0.160705,0.116542,0.0801155,0.011433,7.28059e-06,4.34108e-27,1.61519e-170,1.40633e-232,1.19265e-14,1.7278e-81,0.000310962,0.000762568,0.00321272,0.0284346,0.039664,0.096073,0.139071,0.160952,0.0945863,0.103281,0.152332,0.134527,0.046792,0.715843,0.284157
-1397.03,0.678659,0.0367691,4,29,1,1422.22,0.000979804,0.0407304,0.133421,0.233919,0.205363,0.16914,0.131129,0.0810378,0.00423111,4.88555e-05,2.28161e-29,3.73917e-186,7.95257e-257,3.49033e-14,6.15079e-38,8.82558e-07,0.000947108,0.00145075,0.0522543,0.0316607,0.0923098,0.120292,0.175044,0.10586,0.123102,0.129925,0.123561,0.0435926,0.724947,0.275053
-1397.05,0.94078,0.0367691,4,25,1,1418.93,3.79516e-05,0.0403048,0.132901,0.234586,0.202137,0.16698,0.132009,0.0857764,0.00512835,0.000139546,2.21837e-30,5.18988e-215,1.55857e-264,3.85091e-14,9.73178e-49,6.09751e-09,0.00121608,0.00181044,0.0716943,0.0268297,0.0891495,0.113344,0.175593,0.10138,0.125508,0.125059,0.121239,0.0471765,0.714094,0.285906
-1395.2,0.960978,0.0367691,5,32,1,1414.6,0.000884859,0.0359727,0.131932,0.258061,0.176858,0.165117,0.146798,0.0681957,0.0134393,0.00274098,8.6565e-27,3.77183e-122,4.68499e-267,6.8695e-16,1.95119e-68,2.57644e-05,0.000222528,0.0037558,0.0580072,0.0223642,0.0932683,0.128774,0.136514,0.108202,0.129912,0.14421,0.115961,0.0587837,0.707174,0.292826
-1399.57,0.738122,0.0367691,6,86,1,1411.87,1.18055e-05,0.0319162,0.138839,0.259017,0.161105,0.173227,0.14876,0.0709389,0.0161846,4.09468e-07,4.53132e-20,5.0405e-110,1.44166e-265,1.4848e-18,1.30432e-113,0.000519365,0.000168614,0.0012266,0.0272292,0.0207736,0.10905,0.125883,0.179138,0.126111,0.110293,0.143054,0.124355,0.0321993,0.725151,0.274849
-1399.28,0.983008,0.0367691,5,60,1,1406.57,0.000153571,0.0286951,0.143809,0.251159,0.171837,0.179919,0.133582,0.0702191,0.0206246,1.19223e-06,9.4387e-18,1.70922e-131,1.54451e-284,7.62343e-20,8.2705e-127,0.000297444,0.000730246,0.00177878,0.0296358,0.0216649,0.0963816,0.130611,0.188654,0.132633,0.105314,0.147772,0.115401,0.0291267,0.732684,0.267316
-1400.27,0.965528,0.0367691,4,30,1,1419.12,1.12498e-05,0.0328168,0.16608,0.241592,0.18201,0.168343,0.108518,0.0877715,0.012783,7.4796e-05,7.77747e-14,1.82155e-179,3.72707e-265,2.01812e-13,1.29524e-126,0.0022813,0.00344287,0.00209558,0.0280665,0.0307623,0.134385,0.125809,0.216526,0.108859,0.0936207,0.12307,0.108179,0.0229024,0.710553,0.289447
-1399.44,0.979942,0.0367691,5,52,1,1412.11,7.85083e-05,0.0404914,0.155846,0.251196,0.18158,0.167442,0.123867,0.0631897,0.0142368,0.00207235,5.89253e-16,2.29492e-120,2.61856e-237,2.37469e-10,6.1057e-147,0.000124343,0.0195665,0.00109432,0.0319272,0.0386587,0.113595,0.116105,0.188285,0.12657,0.098628,0.13467,0.0999108,0.0308658,0.724213,0.275787
-1399.44,0.974515,0.0367691,5,51,1,1411.08,2.31527e-10,0.0523732,0.150767,0.21501,0.192355,0.179716,0.112432,0.0915065,0.00583496,5.80554e-06,3.74546e-12,2.09261e-240,7.2098e-259,1.97175e-07,3.1943e-112,0.000118522,0.000247069,0.00499886,0.050088,0.032154,0.120875,0.117286,0.198856,0.101834,0.0943718,0.131803,0.113137,0.0342313,0.642012,0.357988
-1398.16,0.969511,0.0367691,5,34,1,1409.18,2.45994e-06,0.0516194,0.134419,0.235197,0.194712,0.185591,0.0933033,0.0983199,0.00192468,0.004876,1.14208e-21,1.13527e-289,4.85045e-180,3.41858e-05,4.1594e-40,0.000699239,0.0279148,0.00987044,0.0231364,0.0451171,0.17441,0.115737,0.133537,0.0998413,0.111451,0.115938,0.101773,0.0405747,0.669023,0.330977
-1398.34,0.951972,0.0367691,4,30,1,1410.82,1.57842e-07,0.0570417,0.14389,0.221536,0.183173,0.198342,0.0916655,0.0969337,0.00547489,0.001823,2.06588e-23,3.16548e-278,6.33102e-196,0.00012004,2.87996e-32,0.000119758,0.0156413,0.00853296,0.0337852,0.0423473,0.185661,0.103225,0.140191,0.0959894,0.102838,0.123,0.107445,0.0412241,0.665029,0.334971
-1400.13,0.924792,0.0367691,3,15,1,1410.17,2.40078e-07,0.0577826,0.138106,0.225993,0.181338,0.201628,0.0930786,0.0894783,0.00146486,0.001539,1.93528e-20,6.065e-292,2.25415e-172,0.0095917,1.26748e-28,0.00391922,0.0255228,0.00824804,0.0366682,0.0312115,0.197014,0.100916,0.143217,0.0930133,0.0953945,0.118082,0.107144,0.0396494,0.65126,0.34874
-1404.63,0.704295,0.0367691,6,70,1,1415.83,2.668e-06,0.0483511,0.146302,0.244049,0.187132,0.155856,0.106362,0.105639,0.00630435,6.51262e-08,4.32959e-47,5.6645e-294,1.22923e-82,5.29746e-07,5.55272e-47,6.82663e-17,0.000480979,0.050151,0.0710394,0.0372829,0.106779,0.0428968,0.191873,0.126714,0.112806,0.115954,0.0925137,0.0515097,0.653468,0.346532
-1406.63,0.999711,0.0367691,6,63,0,1414.16,4.36109e-07,0.0485129,0.159208,0.244704,0.157977,0.153681,0.119225,0.111071,0.000792763,0.00475028,6.75357e-53,4.80776e-273,5.21986e-79,7.79472e-05,4.16651e-54,4.13996e-19,0.000676136,0.00531943,0.0560762,0.0238956,0.158216,0.0639325,0.213114,0.146447,0.0977249,0.126259,0.0609271,0.0474118,0.693155,0.306845
-1405.45,0.969332,0.0367691,5,33,1,1418.86,1.67278e-05,0.0414311,0.15447,0.264742,0.153679,0.14851,0.105391,0.121438,0.0103155,6.47908e-06,5.83689e-66,4.16195e-222,9.07684e-48,1.25658e-14,7.75078e-139,2.13571e-17,0.0209416,0.0024821,0.0608808,0.0278367,0.17498,0.0510725,0.183689,0.119491,0.0961608,0.133394,0.0668205,0.0622511,0.671608,0.328392
-1405.4,0.931902,0.0367691,3,15,1,1415.69,1.6098e-05,0.0416346,0.151251,0.266722,0.155722,0.145388,0.106005,0.121677,0.0115684,1.68819e-05,7.93013e-65,5.03746e-211,1.98635e-36,1.88039e-14,3.88572e-130,2.4433e-15,0.0277303,0.00237595,0.0632717,0.029818,0.167535,0.0506671,0.18421,0.116038,0.0959548,0.133936,0.0649933,0.0634703,0.676376,0.323624
