# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_unimode2_symmetric_Dirichtlet_model
# start_datetime = 2024-03-21 19:46:37 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.960000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/unimode/1D21-03-2024.16.46UM.json
# init = 2 (Default)
# random
#   seed = 10
# output
#   file = models/notebooks/results/1D21-03-2024.16.46UM-results.csv
#   diagnostic_file = models/notebooks/results/1D21-03-2024.16.46UM-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a_j.1,a_j.2,a_j.3,a_j.4,a_j.5,a_j.6,a_j.7,a_j.8,a_j.9,a_j.10,a_j.11,a_j.12,a_j.13,w_j_mode.1,w_j_mode.2,w_j_mode.3,w_j_mode.4,w_j_mode.5,w_j_mode.6,w_j_mode.7,w_j_mode.8,w_j_mode.9,w_j_mode.10,w_j_mode.11,w_j_mode.12,w_j_mode.13,w_j_mode.14,a_b.1,a_b.2,a_b.3,a_b.4,a_b.5,a_b.6,a_b.7,a_b.8,a_b.9,a_b.10,a_b.11,a_b.12,a_b.13,w_b_mode.1,w_b_mode.2,w_b_mode.3,w_b_mode.4,w_b_mode.5,w_b_mode.6,w_b_mode.7,w_b_mode.8,w_b_mode.9,w_b_mode.10,w_b_mode.11,w_b_mode.12,w_b_mode.13,w_b_mode.14,theta.1,theta.2,y5.1,y5.2,p_j.1,p_j.2,p_j.3,p_j.4,p_j.5,p_j.6,p_j.7,p_j.8,p_j.9,p_j.10,p_j.11,p_j.12,p_j.13,p_j.14,p_b.1,p_b.2,p_b.3,p_b.4,p_b.5,p_b.6,p_b.7,p_b.8,p_b.9,p_b.10,p_b.11,p_b.12,p_b.13,p_b.14
# Adaptation terminated
# Step size = 0.00381606
# Diagonal elements of inverse mass matrix:
# 0.109105, 0.042119, 0.122438, 0.651991, 1.31795, 1.31105, 0.484974, 0.692088, 0.185108, 1.23007, 0.842749, 1.02944, 1.21542, 5529.4, 7693.27, 5925.22, 25.359, 3441.2, 3340.98, 7553.82, 4110.93, 4928.89, 12181, 6832.1, 3235.2, 9684.47, 0.659474, 3.59887, 1.33795, 0.947808, 0.986446, 0.965574, 1.53899, 5.83371, 0.66094, 1.5773, 0.970107, 0.870678, 0.677936, 1552.05, 6503.58, 6818.61, 4173.23, 2516.11, 7070.82, 1827.28, 1319.37, 1532.15, 1768.5, 4141.1, 3306.05, 5533.5, 0.969537
-1256.34,0.985023,0.00381606,6,107,1,1284.51,1.15474,0.607034,0.870438,0.240797,0.371488,0.169846,0.322677,0.455782,0.452558,0.272321,0.296196,0.279328,0.370029,1.04441e-16,3.40792e-16,2.55239e-86,0.978742,0.0212507,3.44628e-09,1.10704e-91,5.8378e-21,6.96408e-06,3.42773e-10,2.03785e-21,3.61979e-25,1.39533e-20,4.85832e-24,0.593436,0.860754,0.51928,0.166826,0.520556,0.398311,0.432911,0.489385,0.106641,0.23536,0.124216,0.326083,0.340764,8.94581e-65,1.87703e-10,2.46112e-17,7.14531e-07,8.81437e-52,4.5829e-136,0.991232,5.76377e-26,0.00876767,6.37517e-70,1.8085e-11,2.46817e-74,3.66717e-28,6.8392e-10,0.589933,0.410067,0.0795849,0.177143,0.0160547,0.0509447,0.0934826,0.223233,0.177143,0.122177,0.103093,0.0746608,0.0473322,0.0301032,0.0229269,0.0170494,0.0128943,0.00890629,0.0093608,0.0169449,0.0400737,0.0673565,0.0795849,0.133938,0.199475,0.129928,0.0806042,0.072451,0.057257,0.0505688,0.0364978,0.0259582
-1256.63,0.987455,0.00381606,8,299,1,1285.79,1.36826,0.609299,0.874391,0.22106,0.332075,0.146333,0.249299,0.379718,0.411749,0.248754,0.35044,0.221211,0.399258,1.69291e-20,3.621e-10,3.06322e-105,0.999683,0.000317463,6.73493e-16,4.38429e-81,1.27678e-13,4.95729e-12,5.44021e-10,3.10005e-12,9.32718e-14,8.92166e-12,1.81212e-17,0.514812,0.929384,0.595699,0.200804,0.57001,0.383709,0.194523,1.12641,0.094419,0.191053,0.103892,0.361815,0.413891,5.74382e-61,2.9116e-17,2.26029e-05,1.0333e-05,5.70845e-52,2.64477e-145,0.831739,1.26574e-24,0.000363344,5.18427e-64,0.061787,1.06997e-76,7.45197e-15,0.106077,0.614505,0.385495,0.0717215,0.168242,0.0121143,0.0475912,0.0875268,0.209838,0.168242,0.120703,0.104271,0.0812637,0.0555887,0.036827,0.0287167,0.0202274,0.0162132,0.0108761,0.00763139,0.0127698,0.0323452,0.0586754,0.0717215,0.126818,0.186131,0.155135,0.0666241,0.0640592,0.0605988,0.0572264,0.0501304,0.0501344
-1265.93,0.991622,0.00381606,8,382,1,1291.07,1.36716,0.569143,0.759601,0.247862,0.282295,0.384888,0.391902,0.272642,0.449858,0.53054,0.992038,0.184805,0.0519011,9.87596e-27,6.88756e-08,2.38556e-148,0.996559,5.14986e-16,7.61539e-14,2.12355e-34,2.71558e-29,3.6806e-17,1.38305e-16,5.4194e-08,6.18638e-24,0.00344108,2.12053e-13,0.486616,0.493601,0.647567,0.125616,1.02721,0.259877,0.0822558,0.375539,0.107661,0.0648724,0.134444,0.269995,0.466128,9.1571e-43,1.32411e-16,0.000375436,7.34331e-47,1.68487e-37,3.0529e-162,0.761159,5.89405e-05,1.18391e-15,3.66703e-79,3.61021e-08,1.97968e-61,0.238407,1.58817e-08,0.711328,0.288672,0.0379408,0.179648,0.0155319,0.0609502,0.107684,0.230166,0.179648,0.135481,0.0922283,0.0623703,0.0475324,0.0304138,0.0180822,0.00738166,0.00642764,0.00610255,0.00660043,0.0107376,0.0175904,0.0334737,0.0379408,0.105866,0.137275,0.128957,0.101359,0.0962324,0.0936856,0.0896528,0.0864121,0.0542173
-1275.13,0.964865,0.00381606,8,299,1,1296.61,1.32372,0.506284,1.16614,0.325784,0.480036,0.289736,0.487985,0.706703,0.283393,0.638072,0.418857,0.632709,0.0374799,6.57141e-28,0.00414707,8.11599e-139,0.59506,0.400792,8.8199e-17,9.78967e-53,6.08406e-73,6.00827e-20,3.6987e-81,1.95209e-11,1.02514e-52,1.49419e-12,2.29644e-22,0.474056,0.990384,0.59509,0.0663597,0.426707,0.316732,0.104123,0.878408,0.079646,0.0639346,0.490676,0.589608,0.462639,6.34944e-37,7.59067e-13,4.65587e-32,1.70681e-75,3.92932e-28,1.02304e-108,0.00462581,0.995344,1.04286e-40,1.29016e-66,1.34581e-30,1.97932e-32,1.87961e-11,2.98895e-05,0.500145,0.499855,0.0805759,0.225745,0.012626,0.0474404,0.0769052,0.243851,0.225745,0.139682,0.104547,0.0641773,0.0316566,0.0238445,0.0125973,0.00828648,0.00440138,0.00423947,0.00961485,0.0154462,0.0415854,0.0754024,0.0805759,0.123459,0.169464,0.18788,0.0780552,0.0720798,0.0676159,0.0413976,0.0229614,0.0144632
-1274.63,0.967992,0.00381606,5,53,1,1299.66,1.33005,0.516752,1.16891,0.352005,0.44772,0.304995,0.50585,0.720384,0.287429,0.654561,0.4361,0.639894,0.0361058,2.50837e-27,0.00276105,7.38964e-139,0.542392,0.454847,5.90187e-14,3.73654e-50,5.88668e-73,8.9982e-18,3.74575e-78,7.24048e-11,2.33607e-52,1.48094e-09,2.19332e-16,0.453811,1.17082,0.648291,0.0655276,0.399936,0.335998,0.0961741,0.754835,0.0751625,0.0604902,0.53803,0.576693,0.450225,4.25415e-38,1.05649e-16,2.42139e-32,4.26531e-77,4.04887e-28,6.77481e-108,0.00080047,0.999074,8.78649e-41,3.62121e-65,1.82029e-31,7.6408e-30,2.68236e-08,0.000125786,0.50545,0.49455,0.0791418,0.227768,0.0120024,0.0453835,0.0748494,0.238911,0.227768,0.145563,0.107298,0.0647,0.0314808,0.0236165,0.0122728,0.00793503,0.00418452,0.00403613,0.00763539,0.0120204,0.0387613,0.0741221,0.0791418,0.118058,0.165203,0.181852,0.0854928,0.0793037,0.0746499,0.0435981,0.0245103,0.0156506
-1274.61,0.982941,0.00381606,6,104,1,1300.17,1.3494,0.501257,1.1321,0.322779,0.425867,0.356724,0.481448,0.751302,0.261829,0.768574,0.401004,0.572573,0.0352082,5.31421e-30,6.1254e-07,4.55466e-140,0.515593,0.484406,6.21385e-19,3.47158e-51,6.50003e-73,4.87556e-16,4.83559e-69,1.9876e-13,1.04568e-54,7.11477e-10,2.3701e-10,0.530937,0.986621,0.782789,0.0630348,0.396715,0.330873,0.095238,0.790429,0.0756973,0.0490396,0.558734,0.397999,0.485263,3.33055e-38,1.69432e-18,1.38877e-34,2.31062e-77,2.0538e-29,3.97525e-108,2.7744e-07,0.999879,2.04197e-40,3.53859e-65,2.51053e-30,1.48311e-28,1.01326e-09,0.000120992,0.494992,0.505008,0.0803399,0.2299,0.0119268,0.0459794,0.0759022,0.235462,0.2299,0.150171,0.105115,0.0649491,0.0306399,0.0235817,0.0109342,0.00732208,0.00413018,0.0039873,0.0075601,0.0128561,0.0344822,0.075432,0.0803399,0.11946,0.16631,0.182928,0.0829918,0.0769427,0.0732614,0.0419116,0.0281639,0.0173605
