# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_dirichlet_model
# start_datetime = 2024-03-01 20:05:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.900000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/dirichlet/1D01-03-2024.17.05Dr.json
# init = 2 (Default)
# random
#   seed = 30
# output
#   file = models/notebooks/results/1D01-03-2024.17.05Dr-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.17.05Dr-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14,theta.1,theta.2
# Adaptation terminated
# Step size = 0.0285008
# Diagonal elements of inverse mass matrix:
# 134.266, 0.182143, 0.0216871, 0.0181488, 0.0405583, 0.0774969, 0.258923, 2.50008, 29.8908, 171.897, 987.69, 46670.4, 38080.4, 44644.6, 235.326, 23.9498, 1.03285, 0.812566, 0.263181, 0.320945, 0.204811, 0.112568, 0.0742201, 0.0564221, 0.0597699, 0.122643, 0.0547539
-1383.27,0.952338,0.0285008,4,26,1,1401.54,0.000247729,0.0171972,0.146509,0.236292,0.182586,0.151813,0.166757,0.0789377,0.0142841,0.000184949,0.00519217,8.52073e-231,1.42248e-117,8.27307e-12,9.47777e-115,0.00069954,0.00118276,0.0102476,0.0188273,0.0647654,0.057652,0.0819922,0.243918,0.0960569,0.0786117,0.164199,0.146765,0.0350832,0.718649,0.281351
-1389.22,0.959486,0.0285008,5,49,1,1401.51,2.78035e-07,0.0174448,0.128331,0.237128,0.207727,0.122349,0.181919,0.0934213,0.00127995,0.0094574,0.000394294,1.01908e-198,2.0887e-30,0.000548524,3.57128e-147,6.18773e-09,0.0151661,0.017263,0.0466829,0.0644916,0.0600053,0.0718435,0.240881,0.0948563,0.0858385,0.166274,0.117883,0.0188146,0.729394,0.270606
-1385.75,0.973367,0.0285008,5,39,1,1399.21,0.00162878,0.0189745,0.123149,0.244968,0.209458,0.133228,0.169514,0.0906134,0.00821281,7.84555e-05,0.000175664,1.1941e-221,7.40366e-09,6.96146e-11,7.52361e-114,0.000258707,0.00156601,0.0265266,0.0326796,0.0347597,0.046472,0.0588617,0.199014,0.0954959,0.116802,0.17463,0.183628,0.0293068,0.702686,0.297314
-1385.51,0.7961,0.0285008,2,5,1,1401.21,0.000456215,0.0188825,0.123496,0.247018,0.208836,0.131996,0.170835,0.088975,0.00932055,2.29235e-05,0.000161259,3.89799e-215,2.78901e-09,1.35685e-19,6.37837e-110,0.000169179,0.00170167,0.0255693,0.0321348,0.03466,0.0438756,0.0616834,0.201298,0.0974407,0.114914,0.174039,0.183027,0.0294881,0.704889,0.295111
-1385.6,0.874828,0.0285008,3,8,1,1394.6,0.000384351,0.0193769,0.121622,0.247298,0.209571,0.131643,0.173625,0.088106,0.00829647,8.30685e-06,6.79676e-05,1.20052e-218,6.89433e-11,1.20102e-12,1.59175e-112,2.97037e-05,0.00193865,0.0244098,0.0295039,0.036607,0.0442871,0.0606437,0.203,0.0991831,0.113289,0.176958,0.180902,0.0292479,0.707523,0.292477
-1387.01,0.974041,0.0285008,5,42,1,1399.38,3.22113e-06,0.0191311,0.110668,0.245316,0.20052,0.156718,0.172705,0.0943852,0.00055386,4.38265e-09,1.59162e-07,1.87498e-304,2.59566e-27,7.49569e-11,6.31509e-214,0.000439405,0.00996867,0.0132557,0.056028,0.0315501,0.0584606,0.0603748,0.214222,0.0816503,0.101179,0.174079,0.1623,0.0364921,0.71612,0.28388
-1386.57,0.874632,0.0285008,3,8,1,1399.31,2.97492e-05,0.0190454,0.11321,0.246265,0.200684,0.152128,0.177077,0.090816,0.000743788,2.36852e-09,1.01597e-07,2.17437e-297,6.4543e-32,2.49808e-08,7.37922e-203,3.10439e-05,0.00635786,0.0123436,0.058529,0.0324685,0.05483,0.0618751,0.218176,0.0832759,0.099661,0.172547,0.161839,0.0380663,0.713293,0.286707
-1386.84,0.833008,0.0285008,2,6,1,1401.49,4.64647e-05,0.0191839,0.114571,0.246921,0.19901,0.149204,0.180977,0.0893132,0.000772835,9.18185e-09,1.91693e-07,1.6939e-303,5.42346e-35,6.94725e-08,4.21922e-193,4.68632e-05,0.00650135,0.00960773,0.0630927,0.0300331,0.0544828,0.0643959,0.222777,0.0802782,0.0961746,0.172083,0.162235,0.0382915,0.714923,0.285077
-1386.85,0.85152,0.0285008,3,11,1,1408.46,2.24472e-05,0.0208564,0.116746,0.249685,0.196219,0.156885,0.174584,0.0843536,0.000648623,2.47721e-08,2.52595e-09,1.51437e-297,2.13085e-14,1.29028e-07,1.55171e-196,3.69105e-06,0.00334546,0.00821175,0.0572471,0.0287381,0.0514104,0.063413,0.219425,0.0830523,0.101546,0.183725,0.161859,0.0380233,0.718103,0.281897
-1389.89,0.972473,0.0285008,5,39,1,1396.72,0.000330812,0.0186186,0.119552,0.252007,0.190969,0.137808,0.191371,0.0883152,0.00102523,7.55027e-11,3.19122e-06,1.92585e-261,4.32826e-22,1.0511e-13,2.39102e-174,6.55525e-07,0.0120208,0.0131008,0.0487381,0.0270686,0.0352952,0.0676778,0.25469,0.0965844,0.0900925,0.169967,0.154095,0.0306698,0.730195,0.269805
-1393.63,0.958704,0.0285008,5,46,1,1407.82,0.000322096,0.0217932,0.146406,0.246371,0.190855,0.160974,0.160868,0.071422,0.000977569,2.91765e-07,9.3352e-06,2.92599e-254,7.40137e-28,4.02171e-18,2.76454e-138,0.000178428,0.00352399,0.0223043,0.033915,0.0191189,0.022684,0.0726873,0.235277,0.125679,0.0859871,0.200433,0.143509,0.0347025,0.652615,0.347385
-1393.92,0.943014,0.0285008,4,19,1,1417.21,4.48731e-06,0.026898,0.145166,0.242877,0.199647,0.156311,0.149167,0.079448,0.000420431,2.17284e-06,5.84875e-05,2.42958e-270,2.56487e-50,3.65918e-19,4.86251e-108,0.0173235,0.0011774,0.0140483,0.032581,0.0193689,0.0268567,0.0839946,0.255029,0.120542,0.0761829,0.177415,0.141273,0.0342066,0.661638,0.338362
-1392.45,0.887539,0.0285008,3,9,1,1414.5,1.62984e-05,0.0300746,0.143695,0.242121,0.204024,0.149695,0.155781,0.0739617,0.000599962,2.24247e-07,3.02295e-05,3.32521e-290,1.39434e-50,6.00716e-18,4.39455e-105,0.0011953,0.00037093,0.015711,0.0401983,0.0186239,0.0272816,0.0854611,0.251734,0.119326,0.0782596,0.180077,0.147244,0.0345171,0.662159,0.337841
-1390.99,0.941827,0.0285008,4,18,1,1405.69,0.000892228,0.0253155,0.141724,0.246083,0.204193,0.145482,0.168549,0.0671783,0.000561551,3.86825e-09,2.04018e-05,3.3333e-283,5.74574e-104,2.19653e-17,1.63516e-118,7.2085e-05,0.000243812,0.0199042,0.0370036,0.0184408,0.0332783,0.0934459,0.237994,0.116185,0.0746572,0.184498,0.147502,0.0367751,0.664014,0.335986
-1389.74,0.985821,0.0285008,6,86,1,1401.14,4.62276e-05,0.0257405,0.146669,0.255336,0.210842,0.1496,0.155325,0.0560351,5.7581e-06,0.000374319,2.67828e-05,6.91652e-269,1.14565e-76,2.968e-17,1.7877e-115,0.0020807,0.00668639,0.0158375,0.0349777,0.0234604,0.0426163,0.0977198,0.253737,0.0976891,0.0775288,0.169946,0.135525,0.0421956,0.692072,0.307928
