# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = _1D_gp1_no_correlation_parallel_model
# start_datetime = 2024-03-01 10:29:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.850000
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 15
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = models/gp/1D01-03-2024.07.28hs.json
# init = 2 (Default)
# random
#   seed = 10000
# output
#   file = models/notebooks/results/1D01-03-2024.07.28hs-results.csv
#   diagnostic_file = models/notebooks/results/1D01-03-2024.07.28hs-diagnostic.csv
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 18
# stanc_version = stanc3 v2.33.0-rc1-80-gb609679
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y8.1,y8.2,yj_remain.1,yj_remain.2,yj_remain.3,yj_remain.4,yj_remain.5,yj_remain.6,yj_remain.7,yj_remain.8,yj_remain.9,yj_remain.10,yj_remain.11,yj_remain.12,yj_remain.13,yb_remain.1,yb_remain.2,yb_remain.3,yb_remain.4,yb_remain.5,yb_remain.6,yb_remain.7,yb_remain.8,yb_remain.9,yb_remain.10,yb_remain.11,yb_remain.12,yb_remain.13,theta.1,theta.2,yj.1,yj.2,yj.3,yj.4,yj.5,yj.6,yj.7,yj.8,yj.9,yj.10,yj.11,yj.12,yj.13,yj.14,yb.1,yb.2,yb.3,yb.4,yb.5,yb.6,yb.7,yb.8,yb.9,yb.10,yb.11,yb.12,yb.13,yb.14
# Adaptation terminated
# Step size = 0.000671012
# Diagonal elements of inverse mass matrix:
# 0.227916, 0.127552, 0.142802, 0.135083, 0.142848, 0.145955, 0.137838, 0.149812, 0.179823, 0.196495, 0.197164, 0.215433, 0.242463, 0.243883, 0.231143, 0.233378, 0.236617, 0.24021, 0.231505, 0.263066, 0.299344, 0.261543, 0.191089, 0.183454, 0.216678, 0.223463, 0.206382, 0.191849, 0.110255
-1091.58,0.887127,0.000671012,13,16383,0,1102.08,-3.83746,-2.02566,-6.47894,-3.66106,-2.55366,-2.06614,-2.2111,-2.57915,-3.29887,-4.52839,-6.2677,-8.41538,-11.0809,-15.1975,-24.8717,-11.2863,-7.71366,-6.03504,-4.809,-3.06076,-2.41425,-1.98903,-1.91769,-2.06734,-2.14656,-2.05352,-2.05067,-2.9738,0.714364,0.285636,-6.47894,-3.66106,-2.55366,-2.06614,-2.02566,-2.2111,-2.57915,-3.29887,-4.52839,-6.2677,-8.41538,-11.0809,-15.1975,-24.8717,-11.2863,-7.71366,-6.03504,-4.809,-3.83746,-3.06076,-2.41425,-1.98903,-1.91769,-2.06734,-2.14656,-2.05352,-2.05067,-2.9738
-1093.08,0.998531,0.000671012,13,8191,0,1111,-2.86623,-1.56563,-6.82517,-3.27823,-1.98631,-1.55314,-1.86207,-2.3344,-2.94943,-3.88246,-5.34969,-7.45185,-10.4031,-14.9738,-24.8776,-10.0934,-6.39018,-4.81088,-3.77965,-2.11816,-1.87024,-2.11668,-2.4252,-2.48193,-2.25032,-1.86744,-1.74901,-2.71921,0.616788,0.383212,-6.82517,-3.27823,-1.98631,-1.55314,-1.56563,-1.86207,-2.3344,-2.94943,-3.88246,-5.34969,-7.45185,-10.4031,-14.9738,-24.8776,-10.0934,-6.39018,-4.81088,-3.77965,-2.86623,-2.11816,-1.87024,-2.11668,-2.4252,-2.48193,-2.25032,-1.86744,-1.74901,-2.71921
-1091.83,0.714021,0.000671012,14,16383,0,1111.42,-4.11474,-1.31942,-6.1471,-3.0564,-1.81654,-1.29889,-1.61671,-1.91425,-2.26329,-3.11088,-4.7953,-7.22949,-10.3446,-14.808,-24.4692,-11.2783,-7.58268,-6.04513,-5.0652,-3.23072,-2.72802,-2.69186,-2.86086,-2.86961,-2.54236,-2.07502,-1.92203,-2.8745,0.7611,0.2389,-6.1471,-3.0564,-1.81654,-1.29889,-1.31942,-1.61671,-1.91425,-2.26329,-3.11088,-4.7953,-7.22949,-10.3446,-14.808,-24.4692,-11.2783,-7.58268,-6.04513,-5.0652,-4.11474,-3.23072,-2.72802,-2.69186,-2.86086,-2.86961,-2.54236,-2.07502,-1.92203,-2.8745
-1092.78,0.93273,0.000671012,12,4095,0,1109.81,-4.38585,-0.86365,-6.21861,-2.693,-1.38046,-0.897665,-1.1035,-1.6525,-2.6104,-3.96322,-5.70662,-7.91381,-10.7113,-14.85,-24.3902,-11.7861,-8.16284,-6.487,-5.3411,-3.47094,-2.68451,-2.22291,-2.12772,-2.21028,-2.17889,-2.01351,-2.11194,-3.21023,0.731904,0.268096,-6.21861,-2.693,-1.38046,-0.897665,-0.86365,-1.1035,-1.6525,-2.6104,-3.96322,-5.70662,-7.91381,-10.7113,-14.85,-24.3902,-11.7861,-8.16284,-6.487,-5.3411,-4.38585,-3.47094,-2.68451,-2.22291,-2.12772,-2.21028,-2.17889,-2.01351,-2.11194,-3.21023
-1097.55,0.983853,0.000671012,13,8191,0,1110.09,-5.20736,-1.09206,-5.65614,-2.69627,-1.71878,-1.27084,-1.13616,-1.45742,-2.24068,-3.66602,-5.66448,-7.98543,-10.7237,-14.8538,-24.3753,-11.7268,-8.31168,-7.08888,-6.28323,-3.90956,-2.88651,-2.45672,-2.49061,-2.54511,-2.34043,-2.04386,-2.04149,-2.98612,0.809646,0.190354,-5.65614,-2.69627,-1.71878,-1.27084,-1.09206,-1.13616,-1.45742,-2.24068,-3.66602,-5.66448,-7.98543,-10.7237,-14.8538,-24.3753,-11.7268,-8.31168,-7.08888,-6.28323,-5.20736,-3.90956,-2.88651,-2.45672,-2.49061,-2.54511,-2.34043,-2.04386,-2.04149,-2.98612
-1103.62,0.777213,0.000671012,12,4095,0,1121.51,-5.32953,-1.10701,-5.77105,-2.51513,-1.51986,-1.1845,-1.20579,-1.65823,-2.6598,-4.18726,-6.07654,-8.26073,-11.0015,-15.2511,-25.035,-11.5452,-8.2165,-6.95389,-6.16361,-4.27456,-3.23558,-2.52725,-2.21244,-2.15822,-2.14915,-2.0256,-1.9434,-2.63255,0.757798,0.242202,-5.77105,-2.51513,-1.51986,-1.1845,-1.10701,-1.20579,-1.65823,-2.6598,-4.18726,-6.07654,-8.26073,-11.0015,-15.2511,-25.035,-11.5452,-8.2165,-6.95389,-6.16361,-5.32953,-4.27456,-3.23558,-2.52725,-2.21244,-2.15822,-2.14915,-2.0256,-1.9434,-2.63255
